"Name","Account #.","Our Code","Sub","Cust/Vend" as text,"Cust/Vend","Type","Region","Rating","Priority","Approved" as text,"Approved","Hold" as text,"Hold","Alt 1","Alt 2","Alt 3","Alt 4","Address1","Address2","Address3","City","State","Zip","Country","County","Phone1" as text,"Phone1","Fax1" as text,"Fax1","Phone2" as text,"Phone2","Fax2" as text,"Fax2","E-Mail","Contact","S.Person-1","S.Person-1 Name","S.Person-2","S.Person-3","S.Person-4","S.Person-5","1099 Form" as text,"1099 Form","Customer Currency","Tax ID#","Resale Cert","GL Account"
"B&B Tool Co., Inc.",="312","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="35 Commerce Dr","","","Bristol","CT",="06010","","","583-9631",="583-9631",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"B&N Aerospace Inc. ",="223","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="44 Rockwell Road","","","Newington","CT",="06111","","","665-0134",="665-0134",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="06-1068144",="3419926-001",="4000-00-00"
"B&R Machine, Inc.",="156","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="305-A Moody Street","","","Ludlow","MA",="01056","","","547-2920",="547-2920",,"",,"",,"","",="0002","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"B&S Aircraft Alloys, Inc",="546","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="10 Aerial Way","","","Syosset","NY",="11791","","","681-2400",="681-2400",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Bartley Manufacturing",="605","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Bausch Advanced technologies, Inc.",="636","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","115 Nod Rd, ","","","Clinton ","CT",="06413","","","669 - 7380",="669 - 7380",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="52-2436151",="2504884-001",="4000-00-00"
"Bay State Machine Company",="696","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="16 Industrial Parkway","","","EastHampton","MA",="01027","","","529 - 2530",="529 - 2530",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Bayou Metal Supply",="715","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="60042 Cabiran Rd","","","Slidell ","LA",="70460","","",,"",,"",,"",,"","","","RE","Russell Earls","","","","","No","N","USD","","",="4000-00-00"
"Bedard Sheet Metal",="161","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","123 Summit Lock Rd.","Suite #2","","Westfield","MA",="01085","","","572-3774",="572-3774",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Betlan Corporation",="239","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","31 Pecks Lane.","","","Newtown","CT",="06470","","","270-7898",="270-7898",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Betz Tool Company, Inc.",="349","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="70 Raton Dr","","","Milford","CT",="06461","","","878-1187",="878-1187",,"",,"",,"","",="0002","","","","","","","No","N","USD","","",="4000-00-00"
"BF Machine",="289","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","145 Edgewood Ave.","","","New Britain","CT",="06051","","","225-6349",="225-6349",,"",,"",,"","",="0002","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Bill Martin Machine LLC",="445","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="56 Paterson Ave ","","","Newton","NJ",="07860","","","300-5052",="300-5052",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"BK MFG",="507","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="200 International Way","","","Windsted","CT",="06098","","","738-2500",="738-2500",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="06-1538976",="9583246000",="4000-00-00"
"Black Tides Group llc.",="135","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","8 Diane Dr. ","","","Monroe","CT",="06468","","","522-2240",="522-2240",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Blackhawk Machine Products",="732","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Blairstown Machining",="360","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="142 Union Brick Road","","","Blairstown","NJ",="07825","","","881-2273",="881-2273",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Blazys Welding",="300","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","280 Lake Winnemaug Rd.","","","Watertown","CT",="06795","","","274-3857",="274-3857",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"BlueSky Mast",="343","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="2080 Wild Acres Road","","","Largo","FL",="33771","","","411-6278",="411-6278",,"",,"",,"","",="0001","RJE","Russell Earls","","","","","No","N","USD","","",="4000-00-00"
"BMI CAD Svc Inc",="853","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="8 Herman Dr","","","Simsbury","CT",="06070","","","658 - 0808",="658 - 0808",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"BML Tool & Mfg. Corp.",="134","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="67 Enterprise Drive","","","Monroe","CT",="06468","","","880-9485",="880-9485","261-8165",="261-8165",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="06-0849584",="0694075-00",="4000-00-00"
"Boman Precision Technologies",="816","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","","233 - 4550",="233 - 4550",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Bonati Bros. Welding & Fabrication LLC",="364","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="26 South Canal Street ","","","Plainville","CT",="06062","","","582-5000",="582-5000 ",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="26-3695936",="52475779-001",="4000-00-00"
"Brada Manufacturing, Inc.",="133","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","46 Warwick Industrial Dr.","","","Warwick","RI",="02886","","","739-3774",="739-3774","738-4634",="738-4634",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Bradford Machine Co.",="197","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","22 Browne Ct. ","UNIT 104","","Brattleboro","VT",="05301","","","257-9253",="257-9253","257-2353",="257-2353",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Brass City Tech",="587","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="1344 New Haven Rd","","","Naugatuck","CT",="06770","","","723 - 7021",="723 - 7021",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="06-1575365",="9976861-000",="4000-00-00"
"Bridgeport Public School",="834","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="45 Lyon Terrace","","","Bridgeport","CT",="06604","","","275-2405",="275-2405",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"British Precision",="226","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","20 Sequin Dr.","","","Glastonbury","CT",="06033","","","785-4908",="785-4908",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD",="06-0984796",="2457844-000",="4000-00-00"
"BRM Industries (RJM ENT. of CT)",="221","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","67 Industrial Park Rd. East","","","Tolland","CT",="06084","","","875-9693",="875-9693",,"",,"",,"","",="0002","EP","Edward Pantalena","","","","","No","N","USD",="47-4621773",="1472379",="4000-00-00"
"Brodeur Machine",="181","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","62 Wood St.","","","New Bedford","MA",="02745","","","995-2662",="995-2662",,"",,"",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="04-2135206",="04-2135206",="4000-00-00"
"Brooklyn Solar Works",="352","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","232 6th St. ","","","Brooklyn","NY",="11215","","","474-7144",="474-7144",,"","318-4771",="318-4771",,"","",="0001","BT","Bob Thompson","","","","","No","N","USD",="47-3038640",="47-3038640",="4000-00-00"
"BSM Precision",="616","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Build Teck Contracting",="271","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="497 Tulip Avenue","","","Floral Park","NY",="11001","","","359-0426",="359-0426",,"",,"",,"","","","","","","","","","No","N","USD","","",="4000-00-00"
"Burd Manufacturing Co. Inc. ",="195","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","105 Industrial Dr.","","","East Longmeadow","MA",="01028","","","525-3936",="525-3936",,"",,"",,"","",="0002","BT","Bob Thompson","","","","","No","N","USD",="04-3576862","Y",="4000-00-00"
"C&A Machine Co., Inc.",="375","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="49 Progress Circle","","","Newington","CT",="06111","","","667-0605",="667-0605",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="06-1177090",="4626800-000",="4000-00-00"
"C&C Machine Inc.",="191","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="78 Progress Avenue","PO Box 490","","Tyngsboro","MA",="01879","","","649-0285",="649-0285","649-0286",="649-0286",,"",,"","",="0002","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"C&G Precision ",="802","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","","","","","","","","","No","N","USD","","",="4000-00-00"
"Cable Prep",="109","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","207 Middlesex Ave.","","","Chester","CT",="06412","","","526-4337",="526-4337","526-2291",="526-2291",,"",,"","",="0002","JG","Jason Ganser","","","","","No","N","USD",="06-1003326",="2617066-000",="4000-00-00"
"CACI Technologies",="611","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="6240 Guardian Gateway","","","Aberdeen Proving Ground","MD",="21005","","","360-6746",="360-6746",,"",,"",,"","",="0002","RE","Russell Earls","","","","","No","N","USD","","",="4000-00-00"
"Cadco / BK MFG",="574","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="200 International Way","","","Winsted","CT",="06098","","","738 - 2500",="738 - 2500","860 - 738 - 9772",="860 - 738 - 9772",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD",="06-1538976",="9583246000",="4000-00-00"
"Cadcom, Inc.",="325","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","110 Raton Dr. ","","","Milford","CT",="06461","","","877-0640",="877-0640",,"",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD","","",="4000-00-00"
"Cadence",="637","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","21B Kenny Roberts Memorial Dr.","","","Suffield","CT",="06078","","","370 - 9780",="370 - 9780",,"",,"",,"","","","BT","Bob Thompson","","","","","No","N","USD","","",="4000-00-00"
"Calzone / Anvil Case Company, INC",="552","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","225 Black Rock Ave.","","","Bridgeport","CT",="06605","","","203-352-6909",="203-352-6909",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="06-1010525",="2701670-000",="4000-00-00"
"Cambridge Specialty",="838","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="588 Four Rod Road ","","","Berlin","CT",="06037","","","828 - 3579",="828 - 3579",,"","860 - 828 - 5842",="860 - 828 - 5842",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="06-0992640",="2519197-000",="4000-00-00"
"Candlewood Tool & Machine",="217","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="24 Martha Lane","","","Gaylordsville","CT",="06755","","","355-1892",="355-1892","355-3982",="355-3982",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD",="06-1012910",="2722551-000",="4000-00-00"
"Canton Racing Products","C00021","",="1","Customer","C","","","","","Yes","Y","No","n","","","","",="232 Branford Road","","","North Branford","CT",="06471","United States","","481-9460",="481-9460",,"",,"",,"","",="0001","JG","Jason Ganser","","","","","No","N","USD",="06-1046411",="3082369-00",="4000-00-00"
"Captive Fasteners Corp",="434","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","","","","","","","","",,"",,"",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"Carey Manufacturing/Amatom","COOOO5","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="5 Pasco Hill Road","","","Cromwell","CT",="06416","","","829-1803",="829-1803","829-1932",="829-1932",,"",,"","sales@careymfg.com","","BT","Bob Thompson","","","","","No","N","USD",="06-1072343",="3595352-000",="4000-00-00"
"Carten-Fujikin, Inc.",="705","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","604 W. Johnson Avenue","","","Cheshire","CT",="06410","","","699-2100",="699-2100",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="472559566",="63881767-001",="4000-00-00"
"CAV Manufacturing, LLC. ",="752","",="1","Customer","C","","","","","No","N","Yes","Y","","","","","2414 Northgate Drive, STE 3","","","Salisbury","MD",="21801","","","736-4251",="736-4251",,"",,"",,"","","","RE","Russell Earls","","","","","No","N","USD","","",="4000-00-00"
"CBS Manufacturing Co. Precision Aerospace Machining",="564","",="1","Customer","C","","","","","No","N","Yes","Y","","","","",="35 Kripes Road","","","East Granby","CT",="06026","","","860-653-8100",="860-653-8100","860-844-8150",="860-844-8150",,"",,"","",="0001","EP","Edward Pantalena","","","","","No","N","USD","","",="4000-00-00"
"CDR NAWCWD Code D230000",="584","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","1 Administration Circle, Stop 1303","","","China Lake","CA",="93555-6108","","",,"",,"",,"",,"","",="0001","RE","Russell Earls","","","","","No","N","USD","","",="4000-00-00"
"CED Services Inc.",="110","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","3 Fox Hollow Rd.","","","Oxford","CT",="06478","","","828-6528",="828-6528","828-6356",="828-6356",,"",,"","","","JL","Joe Lafantano","","","","","No","N","USD",="06-1333650",="6810915-000",="4000-00-00"
"CEI Equipment Co LLC dba KT Pacer",="745","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="5555 16th Ave SW","","","Cedar Rapids","IA",="52404","","","396-7336",="396-7336","396-2462",="396-2462",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD",="42-1059101",="57-022267",="4000-00-00"
"Centurn Machine",="660","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="60 Industrial Park Rd W","Ste 5","","Tolland","CT",="06084-2838","","","454-8637",="454-8637",,"",,"",,"","","","EP","Edward Pantalena","","","","","No","N","USD",="47-4137646",="57445207-001",="4000-00-00"
"Cerro Fabricated Products LLC",="688","",="1","Customer","C","","","","","Yes","Y","Yes","Y","","","","",="300 Triangle Drive","","","Weyers Cave","VA",="24486","","",,"",,"",,"",,"","","","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Chamberlain Machine",="198","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="17 Huntington Lane","","","Walpole","NH",="03608","","","756-2560",="756-2560","756-2566",="756-2566",,"",,"","ap@chamberlainmachine.com",="0001","BT","Bob Thompson","","","","","No","N","USD",="030219310","",="4000-00-00"
"Channel Alloys",="142","",="1","Customer","C","","","","","Yes","Y","No","N","","","","","","","","","","","","","975-1404",="975-1404","975-1405",="975-1405",,"",,"","",="0003","JG","Jason Ganser","","","","","No","N","USD","","",="4000-00-00"
"Chapco Inc.","C00025","",="1","Customer","C","","","","","Yes","Y","No","n","","","","",="10 Denlar Drive","","","Chester","CT",="06412","United States","","526-9535",="526-9535",,"",,"","526-9585",="526-9585","",="0001","BT","Bob Thompson","","","","","No","N","USD",="06-0947088",="0900746-000",="4000-00-00"
"Chapin & Bangs CA.",="115","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="165 River Street","Bay #5","PO BOX 117 Bridgeport CT, 06604-1117","Bridgeport","CT",="06604","","","972-9615",="972-9615","855-348-4268",="855-348-4268",,"",,"","",="0001","JL","Joe Lafantano","","","","","No","N","USD",="06-0290380",="0555268-000",="4000-00-00"
"Choice Metals Inc. ",="673","",="1","Customer","C","","","","","Yes","Y","No","N","","","","",="36 Cote Ave","","","Goffstown ","NH",="03045","","","626-5500",="626-5500",,"","603-626-5502",="603-626-5502",,"","","","BT","Bob Thompson","","","","","No","N","USD",="02-0432021","",="4000-00-00"
